path	sizeBytes	category	gitTracked	evidence
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bathroom Shelf.mat	3806	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bedroom_wood_table.mat	4070	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bird and Nest.mat	3972	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Brass.mat	3810	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Cartoon.mat	3965	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Cherry Highgloss.mat	3868	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Chopboard_mat.mat	4080	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Chrome Clean.mat	3803	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/CommonCeramic01.mat	4085	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/CommonCeramic02Biege.mat	4125	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/CommonPlastic01.mat	3810	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Cutlery.mat	3968	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Decor.mat	3964	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Door_frame_mat_1.mat	3855	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/DrainerNew.mat	4078	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Family Love.mat	3970	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Furniture_Atlas_1.mat	4103	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Knife_Holder_mat.mat	4082	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Lamp_emission.mat	4169	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Lets Eat.mat	3966	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/LightBulb02.mat	3968	C	yes	Category C: unreachable from all production dependency roots (Unity AssetDatabase closure); absent from BuildReport packedAssets; no GUID reference from any kept serialized asset, kept .meta, ProjectSettings, or embedded package; no path-string reference from any script; not in Resources/StreamingAssets/settings roots; recoverable via Trash and git
